Job Title,Company,Location,Experience Level,Date,Job Description,Cleaned Description
Web Developer,Infosys,Pune,Senior Level,2025-03-26,"Join Google as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in CSS, Django, React. Knowledge of Node.js, Communication is a plus.","join google as a web developer. we are looking for talented individuals. requirements must have strong experience in css, django, react. knowledge of node.js, communication is a plus."
Web Developer,InnovateAI,Remote,Entry Level,2026-01-31,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in HTML, Django, Node.js. Knowledge of CSS, JavaScript, React, Communication is a plus.","join microsoft as a web developer. we are looking for talented individuals. requirements must have strong experience in html, django, node.js. knowledge of css, javascript, react, communication is a plus."
Data Scientist,InnovateAI,Hyderabad,Mid Level,2026-02-11,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, Python, SQL. Knowledge of Pandas, Machine Learning is a plus.","join microsoft as a data scientist. we are looking for talented individuals. requirements must have strong experience in statistics, python, sql. knowledge of pandas, machine learning is a plus."
Data Scientist,Amazon,Bangalore,Mid Level,2025-05-27,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Scikit-Learn, Pandas. Knowledge of SQL, Python, NLTK, Statistics, Agile is a plus.","join microsoft as a data scientist. we are looking for talented individuals. requirements must have strong experience in machine learning, scikitlearn, pandas. knowledge of sql, python, nltk, statistics, agile is a plus."
DevOps Engineer,Amazon,Hyderabad,Entry Level,2025-07-14,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Docker, Jenkins. Knowledge of Terraform, Linux, AWS is a plus.","join tcs as a devops engineer. we are looking for talented individuals. requirements must have strong experience in kubernetes, docker, jenkins. knowledge of terraform, linux, aws is a plus."
Backend Developer,Google,Mumbai,Mid Level,2025-05-11,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Go, Kubernetes. Knowledge of Redis, Java, API Design is a plus.","join google as a backend developer. we are looking for talented individuals. requirements must have strong experience in sql, go, kubernetes. knowledge of redis, java, api design is a plus."
Web Developer,Amazon,Mumbai,Mid Level,2025-08-11,"Join Infosys as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Node.js, Flask. Knowledge of Django, React is a plus.","join infosys as a web developer. we are looking for talented individuals. requirements must have strong experience in javascript, node.js, flask. knowledge of django, react is a plus."
Frontend Developer,Infosys,Delhi,Mid Level,2025-09-17,"Join TechGiant as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, TypeScript, Sass. Knowledge of JavaScript, Redux, Vue is a plus.","join techgiant as a frontend developer. we are looking for talented individuals. requirements must have strong experience in react, typescript, sass. knowledge of javascript, redux, vue is a plus."
Backend Developer,TCS,Hyderabad,Entry Level,2025-06-22,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Kubernetes, Redis. Knowledge of Java, Go, Communication is a plus.","join microsoft as a backend developer. we are looking for talented individuals. requirements must have strong experience in python, kubernetes, redis. knowledge of java, go, communication is a plus."
ML Engineer,TCS,Pune,Senior Level,2026-01-19,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, AWS, Spark. Knowledge of Python, PyTorch, Machine Learning, Docker is a plus.","join startupx as a ml engineer. we are looking for talented individuals. requirements must have strong experience in tensorflow, aws, spark. knowledge of python, pytorch, machine learning, docker is a plus."
Web Developer,TechGiant,Remote,Mid Level,2026-02-14,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in CSS, Node.js, JavaScript. Knowledge of HTML, Django, Flask, React is a plus.","join startupx as a web developer. we are looking for talented individuals. requirements must have strong experience in css, node.js, javascript. knowledge of html, django, flask, react is a plus."
Frontend Developer,Google,Remote,Mid Level,2025-11-10,"Join StartupX as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, Sass, JavaScript. Knowledge of React, Vue is a plus.","join startupx as a frontend developer. we are looking for talented individuals. requirements must have strong experience in redux, sass, javascript. knowledge of react, vue is a plus."
ML Engineer,StartupX,Mumbai,Mid Level,2025-07-30,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Machine Learning, Python. Knowledge of Spark, PyTorch, Docker, TensorFlow, Agile is a plus.","join startupx as a ml engineer. we are looking for talented individuals. requirements must have strong experience in aws, machine learning, python. knowledge of spark, pytorch, docker, tensorflow, agile is a plus."
ML Engineer,StartupX,Bangalore,Entry Level,2026-01-29,"Join InnovateAI as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, Spark, AWS. Knowledge of PyTorch, Docker, Communication is a plus.","join innovateai as a ml engineer. we are looking for talented individuals. requirements must have strong experience in tensorflow, spark, aws. knowledge of pytorch, docker, communication is a plus."
ML Engineer,TCS,Remote,Mid Level,2026-01-12,"Join TCS as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Machine Learning, TensorFlow. Knowledge of Spark, AWS, Docker is a plus.","join tcs as a ml engineer. we are looking for talented individuals. requirements must have strong experience in python, machine learning, tensorflow. knowledge of spark, aws, docker is a plus."
Data Scientist,Infosys,Hyderabad,Mid Level,2025-08-23,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, Machine Learning, Scikit-Learn. Knowledge of Python, Communication is a plus.","join microsoft as a data scientist. we are looking for talented individuals. requirements must have strong experience in statistics, machine learning, scikitlearn. knowledge of python, communication is a plus."
DevOps Engineer,InnovateAI,Bangalore,Mid Level,2025-08-03,"Join Google as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Terraform, Jenkins. Knowledge of Linux, Teamwork is a plus.","join google as a devops engineer. we are looking for talented individuals. requirements must have strong experience in kubernetes, terraform, jenkins. knowledge of linux, teamwork is a plus."
ML Engineer,InnovateAI,Hyderabad,Entry Level,2026-03-20,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, Machine Learning, Python. Knowledge of Docker, AWS, Communication is a plus.","join microsoft as a ml engineer. we are looking for talented individuals. requirements must have strong experience in spark, machine learning, python. knowledge of docker, aws, communication is a plus."
Data Scientist,TechGiant,Remote,Senior Level,2025-11-25,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Pandas, Scikit-Learn. Knowledge of NLTK, SQL is a plus.","join google as a data scientist. we are looking for talented individuals. requirements must have strong experience in machine learning, pandas, scikitlearn. knowledge of nltk, sql is a plus."
Backend Developer,Amazon,Remote,Mid Level,2025-09-28,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, Go, Kubernetes. Knowledge of Java, SQL, Agile is a plus.","join google as a backend developer. we are looking for talented individuals. requirements must have strong experience in redis, go, kubernetes. knowledge of java, sql, agile is a plus."
